Year,Month,Provider Parent Org Code,Provider Parent Name,Treatment Function Name,Total waiting > 52 weeks,Total waiting > 18 weeks
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,23,3391
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,82,1464
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Other,528,18894
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,28,922
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Rheumatology,6,991
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,19,1347
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Total,1234,62834
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,97,7990
2020,Apr,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Urology,54,4413
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Cardiology,0,566
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Cardiothoracic Surgery,0,0
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Dermatology,2,840
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),"Ear, Nose & Throat (ENT)",9,3463
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Gastroenterology,8,927
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),General Medicine,2,437
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),General Surgery,5,1980
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Geriatric Medicine,0,18
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Gynaecology,43,2439
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Neurology,4,2021
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Neurosurgery,4,332
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Ophthalmology,4,6512
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Oral Surgery,6,1157
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Other,207,13440
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Plastic Surgery,0,9
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Rheumatology,4,382
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Thoracic Medicine,0,261
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Total,331,39800
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Trauma & Orthopaedics,11,3007
2020,Apr,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Urology,22,2009
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Cardiology,27,1362
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,3
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Dermatology,6,3195
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",8,1943
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,0,672
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),General Medicine,0,44
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),General Surgery,103,3701
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,9
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Gynaecology,213,3879
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Neurology,0,474
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,24,4624
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,6,1383
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Other,62,5636
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,18,1311
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Rheumatology,0,111
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,0,195
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Total,727,40453
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,235,9441
2020,Apr,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Urology,25,2470
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Cardiology,1,823
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Cardiothoracic Surgery,0,32
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Dermatology,0,121
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,"Ear, Nose & Throat (ENT)",4,1389
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Gastroenterology,2,1027
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,General Medicine,0,0
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,General Surgery,33,2691
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Geriatric Medicine,0,0
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Gynaecology,0,1300
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Neurology,2,1224
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Neurosurgery,0,83
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Ophthalmology,0,837
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Oral Surgery,2,908
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Other,11,2184
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Plastic Surgery,0,272
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Rheumatology,0,756
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Thoracic Medicine,7,1700
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Total,108,19981
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Trauma & Orthopaedics,18,3000
2020,Apr,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Urology,28,1634
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Cardiology,0,487
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Dermatology,1,1122
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),"Ear, Nose & Throat (ENT)",2,1340
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Gastroenterology,0,224
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),General Medicine,0,177
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),General Surgery,0,975
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Geriatric Medicine,0,6
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Gynaecology,0,590
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Neurology,0,407
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Ophthalmology,2,1184
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Oral Surgery,0,2
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Other,2,2202
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Plastic Surgery,0,430
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Rheumatology,0,201
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Thoracic Medicine,0,191
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Total,11,15068
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Trauma & Orthopaedics,4,4255
2020,Apr,QNQ,FRIMLEY HEALTH & CARE (STP),Urology,0,1275
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Cardiology,0,1768
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Cardiothoracic Surgery,0,117
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Dermatology,0,357
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,"Ear, Nose & Throat (ENT)",62,4395
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Gastroenterology,13,2110
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,General Medicine,0,244
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,General Surgery,159,6206
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Geriatric Medicine,0,31
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Gynaecology,9,2822
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Neurology,6,1452
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Neurosurgery,45,759
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Ophthalmology,128,9133
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Oral Surgery,42,3809
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Other,17,3304
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Plastic Surgery,80,1808
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Rheumatology,0,618
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Thoracic Medicine,2,555
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Total,848,53101
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Trauma & Orthopaedics,77,9944
2020,Apr,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP STP,Urology,208,3669
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Cardiology,2,689
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Cardiothoracic Surgery,0,0
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Dermatology,0,253
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,"Ear, Nose & Throat (ENT)",0,1065
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Gastroenterology,1,134
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,General Medicine,0,243
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,General Surgery,6,1530
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Geriatric Medicine,0,55
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Gynaecology,5,479
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Neurology,0,33
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Ophthalmology,2,1997
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Oral Surgery,12,1164
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Other,1,376
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Rheumatology,0,27
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Thoracic Medicine,0,226
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Total,377,15048
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Trauma & Orthopaedics,314,5928
2020,Apr,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Urology,34,849
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Cardiology,6,3491
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Cardiothoracic Surgery,10,503
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Dermatology,6,4125
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,"Ear, Nose & Throat (ENT)",135,9183
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Gastroenterology,8,4738
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,General Medicine,14,1980
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,General Surgery,252,11089
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Geriatric Medicine,0,251
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Gynaecology,217,8646
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Neurology,0,1685
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Neurosurgery,12,2399
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Ophthalmology,86,8727
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Oral Surgery,121,8779
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Other,305,23301
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Plastic Surgery,72,2864
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Rheumatology,1,1654
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Thoracic Medicine,4,1048
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Total,1381,116248
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Trauma & Orthopaedics,60,13579
2020,Apr,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Urology,72,8206
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Cardiology,52,3720
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Cardiothoracic Surgery,8,231
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Dermatology,8,1429
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP","Ear, Nose & Throat (ENT)",271,8312
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Gastroenterology,15,2040
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",General Medicine,0,181
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",General Surgery,75,7515
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Geriatric Medicine,0,35
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Gynaecology,72,4005
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Neurology,0,1166
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Neurosurgery,1,819
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Ophthalmology,86,8314
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Oral Surgery,133,4250
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Other,57,5633
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Plastic Surgery,139,2924
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Rheumatology,2,872
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Thoracic Medicine,2,1410
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Total,1027,63630
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Trauma & Orthopaedics,31,7615
2020,Apr,QOQ,"HUMBER, COAST AND VALE STP",Urology,75,3159
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Cardiology,9,813
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Dermatology,4,1226
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP","Ear, Nose & Throat (ENT)",11,2425
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Gastroenterology,94,1300
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",General Medicine,0,1
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",General Surgery,91,2545
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Geriatric Medicine,0,72
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Gynaecology,23,1550
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Neurology,0,494
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Ophthalmology,4,1569
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Oral Surgery,16,2163
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Other,3,1041
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Plastic Surgery,4,473
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Rheumatology,0,219
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Thoracic Medicine,3,365
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Total,495,22947
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Trauma & Orthopaedics,173,5157
2020,Apr,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Urology,60,1534
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Cardiology,0,959
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Cardiothoracic Surgery,0,0
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Dermatology,0,493
2020,Apr,QPM,NORTHAMPTONSHIRE STP,"Ear, Nose & Throat (ENT)",0,1447
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Gastroenterology,0,446
2020,Apr,QPM,NORTHAMPTONSHIRE STP,General Medicine,0,381
2020,Apr,QPM,NORTHAMPTONSHIRE STP,General Surgery,0,1256
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Geriatric Medicine,0,99
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Gynaecology,0,693
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Neurology,0,225
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Neurosurgery,0,36
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Ophthalmology,0,1949
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Oral Surgery,0,1256
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Other,0,1779
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Plastic Surgery,0,85
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Rheumatology,0,315
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Thoracic Medicine,0,353
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Total,2,14395
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Trauma & Orthopaedics,2,1608
2020,Apr,QPM,NORTHAMPTONSHIRE STP,Urology,0,1015
2020,Apr,QR1,GLOUCESTERSHIRE STP,Cardiology,0,823
2020,Apr,QR1,GLOUCESTERSHIRE STP,Cardiothoracic Surgery,0,1
2020,Apr,QR1,GLOUCESTERSHIRE STP,Dermatology,0,1199
2020,Apr,QR1,GLOUCESTERSHIRE STP,"Ear, Nose & Throat (ENT)",36,1296
2020,Apr,QR1,GLOUCESTERSHIRE STP,Gastroenterology,16,905
2020,Apr,QR1,GLOUCESTERSHIRE STP,General Medicine,0,8
2020,Apr,QR1,GLOUCESTERSHIRE STP,General Surgery,4,72
2020,Apr,QR1,GLOUCESTERSHIRE STP,Geriatric Medicine,0,0
2020,Apr,QR1,GLOUCESTERSHIRE STP,Gynaecology,18,1171
2020,Apr,QR1,GLOUCESTERSHIRE STP,Neurology,0,518
2020,Apr,QR1,GLOUCESTERSHIRE STP,Ophthalmology,0,1359
2020,Apr,QR1,GLOUCESTERSHIRE STP,Oral Surgery,33,2050
2020,Apr,QR1,GLOUCESTERSHIRE STP,Other,133,4405
2020,Apr,QR1,GLOUCESTERSHIRE STP,Rheumatology,1,573
2020,Apr,QR1,GLOUCESTERSHIRE STP,Thoracic Medicine,0,89
2020,Apr,QR1,GLOUCESTERSHIRE STP,Total,304,19591
2020,Apr,QR1,GLOUCESTERSHIRE STP,Trauma & Orthopaedics,46,4303
2020,Apr,QR1,GLOUCESTERSHIRE STP,Urology,17,819
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Cardiology,9,1833
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Cardiothoracic Surgery,0,202
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Dermatology,3,2603
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,"Ear, Nose & Throat (ENT)",81,4616
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Gastroenterology,16,3074
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,General Medicine,1,60
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,General Surgery,24,4286
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Geriatric Medicine,0,47
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Gynaecology,35,4049
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Neurology,7,2332
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Neurosurgery,7,431
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Ophthalmology,31,7996
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Oral Surgery,37,2392
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Other,56,7084
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Plastic Surgery,0,218
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Rheumatology,0,361
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Thoracic Medicine,2,735
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Total,592,57302
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Trauma & Orthopaedics,127,11194
2020,Apr,QRL,HAMPSHIRE AND THE ISLE OF WIGHT STP,Urology,156,3789
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiology,19,2862
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,2,453
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Dermatology,22,3541
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",35,6941
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,17,3099
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Medicine,2,126
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Surgery,82,8211
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,130
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gynaecology,53,5182
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurology,1,3058
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,0,737
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,12,4355
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,10,3326
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Other,236,15181
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,4,1202
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Rheumatology,6,1282
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,0,1471
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Total,694,75929
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,164,11220
2020,Apr,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Urology,29,3552
2020,Apr,QSL,SOMERSET STP,Cardiology,4,418
2020,Apr,QSL,SOMERSET STP,Cardiothoracic Surgery,0,0
2020,Apr,QSL,SOMERSET STP,Dermatology,1,404
2020,Apr,QSL,SOMERSET STP,"Ear, Nose & Throat (ENT)",28,1231
2020,Apr,QSL,SOMERSET STP,Gastroenterology,10,401
2020,Apr,QSL,SOMERSET STP,General Medicine,0,59
2020,Apr,QSL,SOMERSET STP,General Surgery,25,2254
2020,Apr,QSL,SOMERSET STP,Geriatric Medicine,1,69
2020,Apr,QSL,SOMERSET STP,Gynaecology,3,910
2020,Apr,QSL,SOMERSET STP,Neurology,1,388
2020,Apr,QSL,SOMERSET STP,Ophthalmology,99,3574
2020,Apr,QSL,SOMERSET STP,Other,195,2871
2020,Apr,QSL,SOMERSET STP,Plastic Surgery,0,102
2020,Apr,QSL,SOMERSET STP,Rheumatology,1,278
2020,Apr,QSL,SOMERSET STP,Thoracic Medicine,0,147
2020,Apr,QSL,SOMERSET STP,Total,430,16638
2020,Apr,QSL,SOMERSET STP,Trauma & Orthopaedics,32,2663
2020,Apr,QSL,SOMERSET STP,Urology,30,869
2020,Apr,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Cardiology,6,958
2020,Apr,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Cardiothoracic Surgery,0,48
2020,Apr,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Dermatology,0,1345
